번호,영화명,개봉일,전국관객수,서울관객수,개봉연도,관객수기준,장르,kmdb제목,kmdb장르
4751,"파리, 사랑한 날들",2011-04-07,"3,369","2,383",2011,3369,멜로/로맨스,"파리,사랑한 날들",멜로드라마
4752,라 멜로디,2018-06-14,"3,365","1,750",2018,3365,코미디,라 멜로디,코메디|드라마|뮤직
4753,투 러버스 앤 베어,2017-03-30,"3,364","2,069",2017,3364,드라마,투 러버스 앤 베어,드라마|멜로드라마
4754,비욘드 러브,2006-09-14,"3,360","3,360",2006,3360,멜로/로맨스,비욘드 러브,드라마|멜로드라마
4755,엘 토포,2007-03-15,"3,359","2,879",2007,3359,서부극(웨스턴),엘 토포,서부
4756,세컨 찬스,2015-06-11,"3,358","2,466",2015,3358,드라마,세컨 찬스,드라마
4757,그 남자의 사랑법,2013-05-09,"3,355","1,987",2013,3355,멜로/로맨스,그 남자의 사랑법,드라마|멜로드라마|코메디
4758,삼총사 2014,2014-08-07,"3,354","2,036",2014,3354,어드벤처,삼총사 2014,어드벤처
4759,엑설런트 어드벤쳐 3,2020-11-19,"3,351","1,275",2020,3351,어드벤처,엑설런트 어드벤쳐 3,코메디|어드벤처
4760,비바,2016-10-13,"3,338","1,937",2016,3338,드라마,비바,드라마
4761,해피 댄싱,2018-11-15,"3,338","2,073",2018,3338,드라마,해피 댄싱,드라마
4762,펠리니를 찾아서,2018-07-12,"3,335","1,953",2018,3335,어드벤처,펠리니를 찾아서,어드벤처|드라마
4763,릴라 릴라,2011-09-22,"3,331","2,725",2011,3331,코미디,"릴라, 릴라",코메디|멜로드라마
4764,사국,2001-04-21,0,"3,331",2001,3331,공포(호러),사국,공포(호러)|스릴러
4765,호프,2020-12-17,"3,330","1,275",2020,3330,드라마,호프,드라마|멜로/로맨스
4766,리슨 투 유어 하트,2011-05-04,"3,325","1,681",2011,3325,드라마,리슨 투 유어 하트,드라마|멜로드라마
4767,뉴 오더,2021-11-11,"3,324","1,923",2021,3324,스릴러,뉴 오더,드라마|스릴러
4768,쇼크 웨이브 2,2021-05-20,"3,321","1,793",2021,3321,액션,쇼크 웨이브 2,액션|범죄|스릴러
4769,테르마이 로마이,2013-07-18,"3,319","2,888",2013,3319,코미디,테르마이 로마이,드라마|시대극/사극|코메디
4770,시라이,2020-07-15,"3,305",498,2020,3305,공포(호러),시라이,공포
4771,아들,2004-02-20,"3,300","2,520",2004,3300,드라마,아들,드라마
4772,메트로폴리스,2003-01-17,"3,291","2,796",2003,3291,애니메이션,메트로폴리스,액션|드라마|SF|어드벤처|범죄|스릴러
4773,스테이션 에이전트,2006-01-27,"3,291","2,686",2006,3291,코미디,스테이션 에이전트,코메디|드라마
4774,별이 빛나는 밤,2012-04-05,"3,288","2,148",2012,3288,드라마,별이 빛나는 밤,드라마
4775,알게 될거야,2004-02-13,"3,283","1,703",2004,3283,드라마,알게 될거야,코메디|드라마
4776,노엘의 선물,2015-02-05,"3,282","1,074",2015,3282,코미디,노엘의 선물,코메디
4777,싸반,2021-11-11,"3,279","1,434",2021,3279,공포(호러),싸반,공포|스릴러|드라마
4778,티켓,2006-06-23,"3,277","2,769",2006,3277,코미디,티켓,드라마
4779,더 박스,2012-04-19,"3,276","1,546",2012,3276,스릴러,더 박스,드라마|공포(호러)|SF|미스터리|스릴러
4780,맛있는 녀석들,2020-07-16,"3,274",462,2020,3274,애니메이션,맛있는 녀석들,코메디|어드벤처|가족
4781,마네의 제비꽃 여인: 베르트 모리조,2014-07-03,"3,273","1,820",2014,3273,드라마,마네의 제비꽃 여인: 베르트 모리조,드라마|전기
4782,바쿠라우,2021-09-02,"3,271","2,310",2021,3271,미스터리,바쿠라우,드라마|SF|서부|미스터리|스릴러
4783,"그 남자, 좋은 간호사",2022-10-19,"3,261","1,673",2022,3261,스릴러,"그 남자, 좋은 간호사",범죄|스릴러|드라마
4784,파코와 마법 동화책,2010-07-22,"3,260","2,061",2010,3260,가족,파코와 마법동화책,가족
4785,체 게바라: 2부 게릴라,2019-06-13,"3,252","1,733",2019,3252,드라마,체 게바라: 2부 게릴라,드라마|전기|전쟁
4786,무서운 영화 4,2006-09-14,"3,250","1,117",2006,3250,코미디,무서운 영화 4,코메디|공포(호러)
4787,모리의 정원,2020-03-26,"3,245","1,918",2020,3245,드라마,모리의 정원,드라마
4788,컷어웨이,2001-02-10,0,"3,240",2001,3240,범죄,컷어웨이,액션
4789,그르바비차,2008-01-03,"3,238","3,055",2008,3238,드라마,그르바비차,드라마
4790,킬 스위치,2020-07-01,"3,230","1,250",2020,3230,SF,킬 스위치,SF
4791,터치 오브 스파이스,2005-11-25,"3,228","3,228",2005,3228,드라마,터치 오브 스파이스,드라마
4792,새비지 맨,2023-01-26,"3,227","1,289",2023,3227,액션,새비지 맨,액션|스릴러
4793,해피 아워,2021-12-09,"3,221","2,261",2021,3221,드라마,해피 아워,드라마
4794,큐브,2022-08-24,"3,210","2,061",2022,3210,스릴러,큐브,공포|스릴러
4795,약속의 네버랜드,2022-04-07,"3,206","1,673",2022,3206,판타지,약속의 네버랜드,판타지|미스터리
4796,칠중주: 홍콩 이야기,2023-05-11,"3,199","1,665",2023,3199,드라마,칠중주: 홍콩 이야기,드라마
4797,텐 미니츠 - 첼로,2005-01-28,"3,197","2,746",2005,3197,드라마,텐 미니츠 - 첼로,드라마|SF|뮤지컬|옴니버스|실험
4798,나비효과 2,2007-03-08,"3,193","3,193",2007,3193,SF,나비효과 2,드라마|SF|스릴러
4799,본 투 플라이,2023-11-22,"3,183",775,2023,3183,액션,본 투 플라이,액션|드라마
4800,노래로 쏘아 올린 기적,2017-08-17,"3,182","1,836",2017,3182,드라마,노래로 쏘아 올린 기적,전기|드라마|코메디
4801,원 웨이,2023-02-09,"3,176","1,348",2023,3176,액션,원 웨이,범죄|액션|스릴러
4802,왕의 이름으로 2,2014-04-03,"3,170","1,100",2014,3170,액션,왕의 이름으로 2,드라마|액션|어드벤처
4803,바람의 검심 : 교토 대화재편,2015-02-26,"3,160","1,856",2015,3160,액션,바람의 검심 : 교토 대화재편,액션
4804,백발마녀전: 명월천국,2014-10-01,"3,151","1,711",2014,3151,판타지,백발마녀전: 명월천국,멜로드라마|무협|판타지
4805,피드백,2022-01-05,"3,151","1,663",2022,3151,공포(호러),피드백,공포|스릴러|액션|어드벤처|판타지
4806,트리트 미 라이크 파이어,2019-06-27,"3,147","2,283",2019,3147,멜로/로맨스,트리트 미 라이크 파이어,드라마|멜로드라마|범죄
4807,"모모세, 여기를 봐",2014-10-30,"3,144","1,920",2014,3144,멜로/로맨스,"모모세,여기를 봐",드라마
4808,투 터프 가이즈,2004-12-31,"3,144",875,2004,3144,코미디,투 터프 가이즈,액션|코메디|범죄
4809,달려라 루디,2008-08-28,"3,143",897,2008,3143,코미디,달려라 루디,코메디|드라마|어드벤처|가족
4810,세븐 싸이코패스,2014-09-18,"3,135","2,115",2014,3135,코미디,세븐 싸이코패스,코메디
4811,라잇 온 미,2012-11-01,"3,134","2,637",2012,3134,멜로/로맨스,라잇 온 미,드라마
4812,송 오브 러브,2020-09-10,"3,133","1,069",2020,3133,드라마,송 오브 러브,멜로/로맨스|뮤지컬|드라마
4813,위 섬온 더 다크니스,2020-09-17,"3,131","1,053",2020,3131,공포(호러),위 섬온 더 다크니스,공포|스릴러
4814,언러브드,2006-05-24,"3,121","2,705",2006,3121,멜로/로맨스,언러브드,멜로드라마
4815,카르멘,2015-12-07,"3,118","3,041",2015,3118,드라마,카르멘(OPERAVOX),뮤지컬
4816,실: 인연의 시작,2021-10-14,"3,116","1,739",2021,3116,드라마,실: 인연의 시작,드라마|멜로/로맨스
4817,더 그레이트 샤크,2021-08-05,"3,114",927,2021,3114,공포(호러),더 그레이트 샤크,공포|스릴러
4818,완벽한 거짓말,2017-08-24,"3,112","1,990",2017,3112,스릴러,완벽한 거짓말,드라마|스릴러
4819,할로윈 엔드,2022-10-13,"3,111","1,199",2022,3111,공포(호러),할로윈 엔드,공포|스릴러
4820,와일드 카드,2015-03-19,"3,109",903,2015,3109,범죄,와일드 카드,액션|범죄
4821,네 번,2011-10-20,"3,107","2,539",2011,3107,드라마,네 번,드라마
4822,뱅뱅클럽,2012-02-02,"3,107","2,194",2012,3107,드라마,뱅뱅 클럽,드라마
4823,볼케이노: 삶의 전환점에 선 남자,2012-11-22,"3,103","1,900",2012,3103,드라마,볼케이노: 삶의 전환점에 선 남자,드라마
4824,미피의 동물원 보물찾기,2014-03-27,"3,102","1,960",2014,3102,애니메이션,미피의 동물원보물찾기,드라마
4825,"베를린, 아이 러브 유",2019-12-04,"3,100","3,069",2019,3100,멜로/로맨스,"베를린, 아이 러브 유",드라마|멜로/로맨스
4826,불편한 진실,2006-09-14,"3,100","2,380",2006,3100,다큐멘터리,불편한 진실,자연ㆍ환경
4827,아름다운 별,2018-01-18,"3,092","2,272",2018,3092,SF,아름다운 별,드라마|SF
4828,파울라,2017-11-09,"3,091","1,898",2017,3091,드라마,파울라,드라마
4829,내 미국 삼촌,2005-12-23,"3,075","3,075",2005,3075,드라마,내 미국 삼촌,코메디|드라마
4830,해피엔딩 프로젝트,2014-02-20,"3,073","2,143",2014,3073,드라마,해피엔딩 프로젝트,멜로드라마
4831,유닛7,2015-01-22,"3,068",676,2015,3068,드라마,유닛7,드라마|액션
4832,궁지에 몰린 쥐는 치즈 꿈을 꾼다,2023-02-08,"3,065","2,285",2023,3065,드라마,궁지에 몰린 쥐는 치즈 꿈을 꾼다,멜로/로맨스|드라마
4833,이민자,2012-04-12,"3,063","2,200",2012,3063,드라마,이민자,드라마
4834,내추럴 바이스,2022-11-24,"3,061",662,2022,3061,범죄,내추럴 바이스,범죄
4835,6 웨이 투 다이,2017-09-05,"3,057","3,057",2017,3057,액션,6 웨이 투 다이,액션|스릴러
4836,도쿄 오아시스,2011-12-01,"3,052","2,718",2011,3052,드라마,도쿄 오아시스,드라마
4837,철의 심장을 가진 남자,2018-11-08,"3,051","1,605",2018,3051,액션,철의 심장을 가진 남자,액션|스릴러|전쟁
4838,엔드 오브 디 어스,2015-01-29,"3,047","1,775",2015,3047,공포(호러),엔드 오브 디 어스,공포|스릴러
4839,울프 하운드,2023-02-09,"3,043","1,235",2023,3043,액션,울프 하운드,액션|어드벤처|전쟁
4840,정글,2018-05-31,"3,043",772,2018,3043,액션,정글,액션|드라마|어드벤처|스릴러
4841,밀레니엄 제 1부 : 여자를 증오한 남자들,2012-01-05,"3,033","2,241",2012,3033,스릴러,밀레니엄 제 1부 : 여자를 증오한 남자들,스릴러
4842,페이퍼보이: 사형수의 편지,2013-08-08,"3,030","2,178",2013,3030,스릴러,페이퍼보이:사형수의 편지,스릴러
4843,뮤턴트 이스케이프,2023-04-05,"3,025",861,2023,3025,액션,뮤턴트 이스케이프,액션|SF|스릴러
4844,4월은 너의 거짓말,2022-04-20,"3,025","1,627",2022,3025,멜로/로맨스,4월은 너의 거짓말,멜로/로맨스|뮤직
4845,비포 나잇 폴스,2002-06-21,0,"3,022",2002,3022,드라마,비포 나잇 폴스,드라마|동성애
4846,샷 콜러,2018-05-04,"3,021","1,607",2018,3021,범죄,샷 콜러,액션|범죄|스릴러
4847,완벽한 축사를 준비하는 방법,2022-05-19,"3,019","2,227",2022,3019,코미디,완벽한 축사를 준비하는 방법,코메디
4848,푸른 눈의 평양 시민,2007-08-23,"3,018","1,534",2007,3018,다큐멘터리,푸른눈의 평양시민,기록
4849,헬렌: 내 영혼의 자화상,2021-02-25,"3,015","1,808",2021,3015,드라마,헬렌: 내 영혼의 자화상,드라마
4850,케이트 맥콜,2014-05-22,"3,014","1,808",2014,3014,스릴러,케이트 맥콜,드라마|스릴러
4851,"피아노, 솔로",2008-10-23,"3,002","2,546",2008,3002,드라마,"피아노, 솔로",드라마
4852,네드 켈리,2004-04-16,"3,000",813,2004,3000,드라마,네드 켈리,드라마
4853,신과 함께 가라,2003-05-30,"3,000",350,2003,3000,드라마,신과 함께 가라,코메디|로드무비|뮤직
4854,피기,2023-04-26,"3,000","1,903",2023,3000,스릴러,피기,공포|스릴러
4855,데솔레이트,2022-12-06,"2,999",645,2022,2999,액션,데솔레이트,액션|드라마
4856,비키퍼,2004-10-27,"2,995","2,539",2004,2995,드라마,비키퍼,드라마
4857,호타루의 빛,2012-09-06,"2,989","2,330",2012,2989,멜로/로맨스,호타루의 빛,멜로드라마|코메디
4858,극장판 헌터X헌터 : 팬텀루즈,2013-06-27,"2,988","1,588",2013,2988,애니메이션,극장판 헌터X헌터: 팬텀루즈,드라마
4859,더 커널,2015-08-20,"2,982","1,296",2015,2982,공포(호러),더 커널,공포|드라마
4860,하이 라이프,2019-10-30,"2,978","2,043",2019,2978,SF,하이 라이프,공포|어드벤처|드라마|SF|스릴러
4861,태양의 소녀들,2020-10-22,"2,971","1,501",2020,2971,드라마,태양의 소녀들,드라마|전쟁
4862,마터스: 천국을 보는 눈,2009-08-06,"2,966","2,132",2009,2966,드라마,마터스: 천국을 보는 눈,공포(호러)
4863,나인스 라이프,2017-09-07,"2,964","1,247",2017,2964,미스터리,나인스 라이프,미스터리|스릴러
4864,패션 오브 마인드,2000-11-11,0,"2,956",2000,2956,미스터리,패션 오브 마인드,드라마|미스터리
4865,커먼웰스,2002-04-25,0,"2,952",2002,2952,코미디,커먼 웰스,코메디|범죄|스릴러
4866,우리는 언제나 성에 살았다,2019-07-11,"2,950","2,236",2019,2950,미스터리,우리는 언제나 성에 살았다,드라마|미스터리|스릴러
4867,패닉 런,2023-01-04,"2,943","1,814",2023,2943,스릴러,패닉 런,스릴러
4868,전국: 천하영웅의 시대,2013-05-16,"2,938","1,510",2013,2938,액션,전국 : 천하영웅의 시대,드라마|액션|전쟁
4869,레슬리에게,2023-11-29,"2,938",975,2023,2938,드라마,레슬리에게,드라마
4870,실버벨,2016-12-15,"2,935","1,797",2016,2935,코미디,실버 벨,코메디
4871,롱 폴링,2012-10-25,"2,934","2,255",2012,2934,드라마,롱 폴링,드라마
4872,홀리 마운틴,2007-03-15,"2,930","2,432",2007,2930,판타지,홀리 마운틴,SF|어드벤처|판타지
4873,삼국-무영자,2018-12-13,"2,927","1,080",2018,2927,액션,삼국-무영자,액션|드라마
4874,황혼의 사무라이,2007-02-08,"2,915","2,727",2007,2915,액션,황혼의 사무라이,액션|드라마
4875,"사비나: 그리스도를 위한 고난, 나치 시대",2021-11-25,"2,914","1,264",2021,2914,드라마,"사비나: 그리스도를 위한 고난, 나치 시대",드라마
4876,더 원 아이 러브,2015-11-05,"2,910","1,294",2015,2910,판타지,더 원 아이 러브,멜로드라마|판타지|코메디
4877,서바이브 더 나잇,2021-02-03,"2,908","1,449",2021,2908,액션,서바이브 더 나잇,범죄|드라마|액션|스릴러
4878,폴링 스노우,2017-02-09,"2,892","2,145",2017,2892,멜로/로맨스,폴링 스노우,드라마|미스터리|멜로/로맨스
4879,트롤: 밴드 투게더,2023-12-20,2891,0,2023,2891,애니메이션,트롤: 밴드 투게더,어드벤처|코메디|가족|판타지|뮤직
4880,엽문4: 종극일전,2013-06-27,"2,888","2,888",2013,2888,드라마,엽문 4: 종극일전,드라마|액션
4881,시간을 달리는 소녀,2011-03-24,"2,886","2,054",2011,2886,판타지,시간을 달리는 소녀,드라마|멜로드라마|판타지
4882,임파서블 러브,2022-07-28,"2,885","1,950",2022,2885,드라마,임파서블 러브,드라마|멜로/로맨스
4883,내일의 죠,2011-06-30,"2,881","1,834",2011,2881,드라마,내일의 죠,액션|드라마|스포츠
4884,루시아,2005-09-02,"2,879","2,879",2005,2879,멜로/로맨스,루시아,드라마|멜로드라마
4885,라라의 신비한 모험,2021-03-18,"2,875",535,2021,2875,애니메이션,라라의 신비한 모험,어드벤처
4886,디 아더 사이드,2021-03-25,"2,863","1,528",2021,2863,공포(호러),디 아더 사이드,공포
4887,벡실,2007-11-08,"2,861","2,861",2007,2861,SF,벡실,액션|SF|범죄
4888,재키 앤 라이언,2015-11-19,"2,860","1,483",2015,2860,드라마,재키 앤 라이언,드라마
4889,당신을 오랫동안 사랑했어요,2010-01-07,"2,858","2,243",2010,2858,드라마,당신을 오랫동안 사랑했어요,드라마
4890,레벨 16,2020-12-10,"2,856","1,066",2020,2856,스릴러,레벨 16,SF|드라마|스릴러
4891,라스트 버스,2023-02-09,"2,848","1,058",2023,2848,드라마,라스트 버스,로드무비|드라마
4892,나이트 오브 컵스,2015-11-12,"2,844","1,551",2015,2844,드라마,나이트 오브 컵스,드라마|멜로드라마
4893,에반게리온 신극장판: 파,2022-10-14,"2,842","1,645",2022,2842,애니메이션,에반게리온 : 파,액션|SF
4894,푸치니 초급과정,2007-09-06,"2,841","2,841",2007,2841,멜로/로맨스,푸치니 초급과정,드라마
4895,에벌리,2015-06-04,"2,839","1,056",2015,2839,액션,에벌리,액션|스릴러
4896,글로리아를 위하여,2020-10-29,"2,833","2,179",2020,2833,드라마,글로리아를 위하여,드라마|가족|멜로/로맨스
4897,예수의 마지막 유혹,2002-01-25,0,"2,831",2002,2831,드라마,예수의 마지막 유혹(그리스도 최후의 유혹),시대극/사극|드라마|전기
4898,세컨드 마더,2015-11-12,"2,830","1,944",2015,2830,가족,세컨드 마더,드라마|가족
4899,클럽 진주군,2007-02-01,"2,830","2,377",2007,2830,드라마,클럽 진주군,드라마
4900,리틀청,2001-08-25,0,"2,830",2001,2830,드라마,리틀청,드라마
4901,자마,2021-08-26,"2,826","1,829",2021,2826,드라마,자마,드라마
4902,기동전사 건담 디 오리진Ⅵ: 탄생 붉은 혜성,2018-06-13,"2,821","1,585",2018,2821,애니메이션,기동전사 건담 디 오리진 Ⅵ,SF|액션
4903,퍼스널 이펙츠,2012-01-26,"2,816","1,943",2012,2816,드라마,퍼스널 이펙츠,드라마
